"MTU","Scheduled Generation [MW] (D) - BZN|DK1","Scheduled Consumption [MW] (D) - BZN|DK1"
"25.02.2016 16:00 - 25.02.2016 17:00 (CET/CEST)","2152",""
"25.02.2016 17:00 - 25.02.2016 18:00 (CET/CEST)","2377",""
"25.02.2016 18:00 - 25.02.2016 19:00 (CET/CEST)","2610",""
"25.02.2016 19:00 - 25.02.2016 20:00 (CET/CEST)","2650",""
"25.02.2016 20:00 - 25.02.2016 21:00 (CET/CEST)","2375",""
"25.02.2016 21:00 - 25.02.2016 22:00 (CET/CEST)","2199",""
"25.02.2016 22:00 - 25.02.2016 23:00 (CET/CEST)","1993",""
"25.02.2016 23:00 - 26.02.2016 00:00 (CET/CEST)","1768",""
"26.02.2016 00:00 - 26.02.2016 01:00 (CET/CEST)","2056",""
"26.02.2016 01:00 - 26.02.2016 02:00 (CET/CEST)","2057",""
"26.02.2016 02:00 - 26.02.2016 03:00 (CET/CEST)","2022",""
"26.02.2016 03:00 - 26.02.2016 04:00 (CET/CEST)","2118",""
"26.02.2016 04:00 - 26.02.2016 05:00 (CET/CEST)","2191",""
"26.02.2016 05:00 - 26.02.2016 06:00 (CET/CEST)","2148",""
"26.02.2016 06:00 - 26.02.2016 07:00 (CET/CEST)","2276",""
"26.02.2016 07:00 - 26.02.2016 08:00 (CET/CEST)","2693",""
"26.02.2016 08:00 - 26.02.2016 09:00 (CET/CEST)","2788",""
"26.02.2016 09:00 - 26.02.2016 10:00 (CET/CEST)","2762",""
"26.02.2016 10:00 - 26.02.2016 11:00 (CET/CEST)","2882",""
"26.02.2016 11:00 - 26.02.2016 12:00 (CET/CEST)","2929",""
"26.02.2016 12:00 - 26.02.2016 13:00 (CET/CEST)","2925",""
"26.02.2016 13:00 - 26.02.2016 14:00 (CET/CEST)","2826",""
"26.02.2016 14:00 - 26.02.2016 15:00 (CET/CEST)","2779",""
"26.02.2016 15:00 - 26.02.2016 16:00 (CET/CEST)","2540",""
"26.02.2016 16:00 - 26.02.2016 17:00 (CET/CEST)","2390",""
"26.02.2016 17:00 - 26.02.2016 18:00 (CET/CEST)","2391",""
"26.02.2016 18:00 - 26.02.2016 19:00 (CET/CEST)","2415",""
"26.02.2016 19:00 - 26.02.2016 20:00 (CET/CEST)","2293",""
"26.02.2016 20:00 - 26.02.2016 21:00 (CET/CEST)","2205",""
"26.02.2016 21:00 - 26.02.2016 22:00 (CET/CEST)","1938",""
"26.02.2016 22:00 - 26.02.2016 23:00 (CET/CEST)","1640",""
"26.02.2016 23:00 - 27.02.2016 00:00 (CET/CEST)","1470",""
"27.02.2016 00:00 - 27.02.2016 01:00 (CET/CEST)","1484",""
"27.02.2016 01:00 - 27.02.2016 02:00 (CET/CEST)","1676",""
"27.02.2016 02:00 - 27.02.2016 03:00 (CET/CEST)","1518",""
"27.02.2016 03:00 - 27.02.2016 04:00 (CET/CEST)","1401",""
"27.02.2016 04:00 - 27.02.2016 05:00 (CET/CEST)","1430",""
"27.02.2016 05:00 - 27.02.2016 06:00 (CET/CEST)","1412",""
"27.02.2016 06:00 - 27.02.2016 07:00 (CET/CEST)","1326",""
"27.02.2016 07:00 - 27.02.2016 08:00 (CET/CEST)","1367",""
"27.02.2016 08:00 - 27.02.2016 09:00 (CET/CEST)","1422",""
"27.02.2016 09:00 - 27.02.2016 10:00 (CET/CEST)","1587",""
"27.02.2016 10:00 - 27.02.2016 11:00 (CET/CEST)","1653",""
"27.02.2016 11:00 - 27.02.2016 12:00 (CET/CEST)","1649",""
"27.02.2016 12:00 - 27.02.2016 13:00 (CET/CEST)","1514",""
"27.02.2016 13:00 - 27.02.2016 14:00 (CET/CEST)","1440",""
"27.02.2016 14:00 - 27.02.2016 15:00 (CET/CEST)","1403",""
"27.02.2016 15:00 - 27.02.2016 16:00 (CET/CEST)","1361",""
"27.02.2016 16:00 - 27.02.2016 17:00 (CET/CEST)","1322",""
"27.02.2016 17:00 - 27.02.2016 18:00 (CET/CEST)","1334",""
"27.02.2016 18:00 - 27.02.2016 19:00 (CET/CEST)","1446",""
"27.02.2016 19:00 - 27.02.2016 20:00 (CET/CEST)","1327",""
"27.02.2016 20:00 - 27.02.2016 21:00 (CET/CEST)","1274",""
"27.02.2016 21:00 - 27.02.2016 22:00 (CET/CEST)","1263",""
"27.02.2016 22:00 - 27.02.2016 23:00 (CET/CEST)","1239",""
"27.02.2016 23:00 - 28.02.2016 00:00 (CET/CEST)","1203",""
"28.02.2016 00:00 - 28.02.2016 01:00 (CET/CEST)","1185",""
"28.02.2016 01:00 - 28.02.2016 02:00 (CET/CEST)","1160",""
"28.02.2016 02:00 - 28.02.2016 03:00 (CET/CEST)","1130",""
"28.02.2016 03:00 - 28.02.2016 04:00 (CET/CEST)","1123",""
"28.02.2016 04:00 - 28.02.2016 05:00 (CET/CEST)","1130",""
"28.02.2016 05:00 - 28.02.2016 06:00 (CET/CEST)","1185",""
"28.02.2016 06:00 - 28.02.2016 07:00 (CET/CEST)","1242",""
"28.02.2016 07:00 - 28.02.2016 08:00 (CET/CEST)","1185",""
"28.02.2016 08:00 - 28.02.2016 09:00 (CET/CEST)","1213",""
"28.02.2016 09:00 - 28.02.2016 10:00 (CET/CEST)","1389",""
"28.02.2016 10:00 - 28.02.2016 11:00 (CET/CEST)","1552",""
"28.02.2016 11:00 - 28.02.2016 12:00 (CET/CEST)","1558",""
"28.02.2016 12:00 - 28.02.2016 13:00 (CET/CEST)","1629",""
"28.02.2016 13:00 - 28.02.2016 14:00 (CET/CEST)","1572",""
"28.02.2016 14:00 - 28.02.2016 15:00 (CET/CEST)","1476",""
"28.02.2016 15:00 - 28.02.2016 16:00 (CET/CEST)","1399",""
"28.02.2016 16:00 - 28.02.2016 17:00 (CET/CEST)","1317",""
"28.02.2016 17:00 - 28.02.2016 18:00 (CET/CEST)","1368",""
"28.02.2016 18:00 - 28.02.2016 19:00 (CET/CEST)","1642",""
"28.02.2016 19:00 - 28.02.2016 20:00 (CET/CEST)","1610",""
"28.02.2016 20:00 - 28.02.2016 21:00 (CET/CEST)","1369",""
"28.02.2016 21:00 - 28.02.2016 22:00 (CET/CEST)","1359",""
"28.02.2016 22:00 - 28.02.2016 23:00 (CET/CEST)","1126",""
"28.02.2016 23:00 - 29.02.2016 00:00 (CET/CEST)","1093",""
"29.02.2016 00:00 - 29.02.2016 01:00 (CET/CEST)","1130",""
"29.02.2016 01:00 - 29.02.2016 02:00 (CET/CEST)","1026",""
"29.02.2016 02:00 - 29.02.2016 03:00 (CET/CEST)","1038",""
"29.02.2016 03:00 - 29.02.2016 04:00 (CET/CEST)","1029",""
"29.02.2016 04:00 - 29.02.2016 05:00 (CET/CEST)","1037",""
"29.02.2016 05:00 - 29.02.2016 06:00 (CET/CEST)","1224",""
"29.02.2016 06:00 - 29.02.2016 07:00 (CET/CEST)","1661",""
"29.02.2016 07:00 - 29.02.2016 08:00 (CET/CEST)","2150",""
"29.02.2016 08:00 - 29.02.2016 09:00 (CET/CEST)","2175",""
"29.02.2016 09:00 - 29.02.2016 10:00 (CET/CEST)","2076",""
"29.02.2016 10:00 - 29.02.2016 11:00 (CET/CEST)","2068",""
"29.02.2016 11:00 - 29.02.2016 12:00 (CET/CEST)","2057",""
"29.02.2016 12:00 - 29.02.2016 13:00 (CET/CEST)","1946",""
"29.02.2016 13:00 - 29.02.2016 14:00 (CET/CEST)","1778",""
"29.02.2016 14:00 - 29.02.2016 15:00 (CET/CEST)","1752",""
"29.02.2016 15:00 - 29.02.2016 16:00 (CET/CEST)","1690",""
"29.02.2016 16:00 - 29.02.2016 17:00 (CET/CEST)","1575",""
"29.02.2016 17:00 - 29.02.2016 18:00 (CET/CEST)","1576",""
"29.02.2016 18:00 - 29.02.2016 19:00 (CET/CEST)","2138",""
"29.02.2016 19:00 - 29.02.2016 20:00 (CET/CEST)","2011",""
"29.02.2016 20:00 - 29.02.2016 21:00 (CET/CEST)","1529",""
"29.02.2016 21:00 - 29.02.2016 22:00 (CET/CEST)","1375",""
"29.02.2016 22:00 - 29.02.2016 23:00 (CET/CEST)","1334",""
"29.02.2016 23:00 - 01.03.2016 00:00 (CET/CEST)","1346",""
"01.03.2016 00:00 - 01.03.2016 01:00 (CET/CEST)","1314",""
"01.03.2016 01:00 - 01.03.2016 02:00 (CET/CEST)","1343",""
"01.03.2016 02:00 - 01.03.2016 03:00 (CET/CEST)","1348",""
"01.03.2016 03:00 - 01.03.2016 04:00 (CET/CEST)","1510",""
"01.03.2016 04:00 - 01.03.2016 05:00 (CET/CEST)","1681",""
"01.03.2016 05:00 - 01.03.2016 06:00 (CET/CEST)","1933",""
"01.03.2016 06:00 - 01.03.2016 07:00 (CET/CEST)","2170",""
"01.03.2016 07:00 - 01.03.2016 08:00 (CET/CEST)","2613",""
"01.03.2016 08:00 - 01.03.2016 09:00 (CET/CEST)","3058",""
"01.03.2016 09:00 - 01.03.2016 10:00 (CET/CEST)","3135",""
"01.03.2016 10:00 - 01.03.2016 11:00 (CET/CEST)","3345",""
"01.03.2016 11:00 - 01.03.2016 12:00 (CET/CEST)","3400",""
"01.03.2016 12:00 - 01.03.2016 13:00 (CET/CEST)","3399",""
"01.03.2016 13:00 - 01.03.2016 14:00 (CET/CEST)","3546",""
"01.03.2016 14:00 - 01.03.2016 15:00 (CET/CEST)","3593",""
"01.03.2016 15:00 - 01.03.2016 16:00 (CET/CEST)","3469",""
"01.03.2016 16:00 - 01.03.2016 17:00 (CET/CEST)","3529",""
"01.03.2016 17:00 - 01.03.2016 18:00 (CET/CEST)","3707",""
"01.03.2016 18:00 - 01.03.2016 19:00 (CET/CEST)","3975",""
"01.03.2016 19:00 - 01.03.2016 20:00 (CET/CEST)","3891",""
"01.03.2016 20:00 - 01.03.2016 21:00 (CET/CEST)","3836",""
"01.03.2016 21:00 - 01.03.2016 22:00 (CET/CEST)","3776",""
"01.03.2016 22:00 - 01.03.2016 23:00 (CET/CEST)","3631",""
"01.03.2016 23:00 - 02.03.2016 00:00 (CET/CEST)","3474",""
"02.03.2016 00:00 - 02.03.2016 01:00 (CET/CEST)","3192",""
"02.03.2016 01:00 - 02.03.2016 02:00 (CET/CEST)","2890",""
"02.03.2016 02:00 - 02.03.2016 03:00 (CET/CEST)","2758",""
"02.03.2016 03:00 - 02.03.2016 04:00 (CET/CEST)","2564",""
"02.03.2016 04:00 - 02.03.2016 05:00 (CET/CEST)","2454",""
"02.03.2016 05:00 - 02.03.2016 06:00 (CET/CEST)","2438",""
"02.03.2016 06:00 - 02.03.2016 07:00 (CET/CEST)","2684",""
"02.03.2016 07:00 - 02.03.2016 08:00 (CET/CEST)","2754",""
"02.03.2016 08:00 - 02.03.2016 09:00 (CET/CEST)","2827",""
"02.03.2016 09:00 - 02.03.2016 10:00 (CET/CEST)","2682",""
"02.03.2016 10:00 - 02.03.2016 11:00 (CET/CEST)","2347",""
"02.03.2016 11:00 - 02.03.2016 12:00 (CET/CEST)","2124",""
"02.03.2016 12:00 - 02.03.2016 13:00 (CET/CEST)","2255",""
"02.03.2016 13:00 - 02.03.2016 14:00 (CET/CEST)","2185",""
"02.03.2016 14:00 - 02.03.2016 15:00 (CET/CEST)","2126",""
"02.03.2016 15:00 - 02.03.2016 16:00 (CET/CEST)","1860",""
"02.03.2016 16:00 - 02.03.2016 17:00 (CET/CEST)","1830",""
"02.03.2016 17:00 - 02.03.2016 18:00 (CET/CEST)","2376",""
"02.03.2016 18:00 - 02.03.2016 19:00 (CET/CEST)","2418",""
"02.03.2016 19:00 - 02.03.2016 20:00 (CET/CEST)","2296",""
"02.03.2016 20:00 - 02.03.2016 21:00 (CET/CEST)","1978",""
"02.03.2016 21:00 - 02.03.2016 22:00 (CET/CEST)","2007",""
"02.03.2016 22:00 - 02.03.2016 23:00 (CET/CEST)","1911",""
"02.03.2016 23:00 - 03.03.2016 00:00 (CET/CEST)","1763",""
"03.03.2016 00:00 - 03.03.2016 01:00 (CET/CEST)","1663",""
"03.03.2016 01:00 - 03.03.2016 02:00 (CET/CEST)","1598",""
"03.03.2016 02:00 - 03.03.2016 03:00 (CET/CEST)","1573",""
"03.03.2016 03:00 - 03.03.2016 04:00 (CET/CEST)","1512",""
"03.03.2016 04:00 - 03.03.2016 05:00 (CET/CEST)","1410",""
"03.03.2016 05:00 - 03.03.2016 06:00 (CET/CEST)","1488",""
"03.03.2016 06:00 - 03.03.2016 07:00 (CET/CEST)","1779",""
"03.03.2016 07:00 - 03.03.2016 08:00 (CET/CEST)","2219",""
"03.03.2016 08:00 - 03.03.2016 09:00 (CET/CEST)","2308",""
"03.03.2016 09:00 - 03.03.2016 10:00 (CET/CEST)","2327",""
"03.03.2016 10:00 - 03.03.2016 11:00 (CET/CEST)","2448",""
"03.03.2016 11:00 - 03.03.2016 12:00 (CET/CEST)","2406",""
"03.03.2016 12:00 - 03.03.2016 13:00 (CET/CEST)","2174",""
"03.03.2016 13:00 - 03.03.2016 14:00 (CET/CEST)","2113",""
"03.03.2016 14:00 - 03.03.2016 15:00 (CET/CEST)","1952",""
"03.03.2016 15:00 - 03.03.2016 16:00 (CET/CEST)","1852",""
"03.03.2016 16:00 - 03.03.2016 17:00 (CET/CEST)","1796",""
"03.03.2016 17:00 - 03.03.2016 18:00 (CET/CEST)","2099",""
"03.03.2016 18:00 - 03.03.2016 19:00 (CET/CEST)","2256",""
"03.03.2016 19:00 - 03.03.2016 20:00 (CET/CEST)","2015",""
"03.03.2016 20:00 - 03.03.2016 21:00 (CET/CEST)","1949",""
"03.03.2016 21:00 - 03.03.2016 22:00 (CET/CEST)","1832",""
"03.03.2016 22:00 - 03.03.2016 23:00 (CET/CEST)","1623",""
"03.03.2016 23:00 - 04.03.2016 00:00 (CET/CEST)","1450",""
"04.03.2016 00:00 - 04.03.2016 01:00 (CET/CEST)","1276",""
"04.03.2016 01:00 - 04.03.2016 02:00 (CET/CEST)","1247",""
"04.03.2016 02:00 - 04.03.2016 03:00 (CET/CEST)","1228",""
"04.03.2016 03:00 - 04.03.2016 04:00 (CET/CEST)","1208",""
"04.03.2016 04:00 - 04.03.2016 05:00 (CET/CEST)","1226",""
"04.03.2016 05:00 - 04.03.2016 06:00 (CET/CEST)","1306",""
"04.03.2016 06:00 - 04.03.2016 07:00 (CET/CEST)","1586",""
"04.03.2016 07:00 - 04.03.2016 08:00 (CET/CEST)","2069",""
"04.03.2016 08:00 - 04.03.2016 09:00 (CET/CEST)","2215",""
"04.03.2016 09:00 - 04.03.2016 10:00 (CET/CEST)","2292",""
"04.03.2016 10:00 - 04.03.2016 11:00 (CET/CEST)","2213",""
"04.03.2016 11:00 - 04.03.2016 12:00 (CET/CEST)","1939",""
"04.03.2016 12:00 - 04.03.2016 13:00 (CET/CEST)","1806",""
"04.03.2016 13:00 - 04.03.2016 14:00 (CET/CEST)","1794",""
"04.03.2016 14:00 - 04.03.2016 15:00 (CET/CEST)","1797",""
"04.03.2016 15:00 - 04.03.2016 16:00 (CET/CEST)","1817",""
"04.03.2016 16:00 - 04.03.2016 17:00 (CET/CEST)","1828",""
"04.03.2016 17:00 - 04.03.2016 18:00 (CET/CEST)","1856",""
"04.03.2016 18:00 - 04.03.2016 19:00 (CET/CEST)","2028",""
"04.03.2016 19:00 - 04.03.2016 20:00 (CET/CEST)","2186",""
"04.03.2016 20:00 - 04.03.2016 21:00 (CET/CEST)","2270",""
"04.03.2016 21:00 - 04.03.2016 22:00 (CET/CEST)","2160",""
"04.03.2016 22:00 - 04.03.2016 23:00 (CET/CEST)","2123",""
"04.03.2016 23:00 - 05.03.2016 00:00 (CET/CEST)","2211",""
"05.03.2016 00:00 - 05.03.2016 01:00 (CET/CEST)","2385",""
"05.03.2016 01:00 - 05.03.2016 02:00 (CET/CEST)","2593",""
"05.03.2016 02:00 - 05.03.2016 03:00 (CET/CEST)","2668",""
"05.03.2016 03:00 - 05.03.2016 04:00 (CET/CEST)","2688",""
"05.03.2016 04:00 - 05.03.2016 05:00 (CET/CEST)","2756",""
"05.03.2016 05:00 - 05.03.2016 06:00 (CET/CEST)","2794",""
"05.03.2016 06:00 - 05.03.2016 07:00 (CET/CEST)","2738",""
"05.03.2016 07:00 - 05.03.2016 08:00 (CET/CEST)","2849",""
"05.03.2016 08:00 - 05.03.2016 09:00 (CET/CEST)","2864",""
"05.03.2016 09:00 - 05.03.2016 10:00 (CET/CEST)","2865",""
"05.03.2016 10:00 - 05.03.2016 11:00 (CET/CEST)","3076",""
"05.03.2016 11:00 - 05.03.2016 12:00 (CET/CEST)","3010",""
"05.03.2016 12:00 - 05.03.2016 13:00 (CET/CEST)","2866",""
"05.03.2016 13:00 - 05.03.2016 14:00 (CET/CEST)","2744",""
"05.03.2016 14:00 - 05.03.2016 15:00 (CET/CEST)","2729",""
"05.03.2016 15:00 - 05.03.2016 16:00 (CET/CEST)","2553",""
"05.03.2016 16:00 - 05.03.2016 17:00 (CET/CEST)","2546",""
"05.03.2016 17:00 - 05.03.2016 18:00 (CET/CEST)","2413",""
"05.03.2016 18:00 - 05.03.2016 19:00 (CET/CEST)","2369",""
"05.03.2016 19:00 - 05.03.2016 20:00 (CET/CEST)","2407",""
"05.03.2016 20:00 - 05.03.2016 21:00 (CET/CEST)","2510",""
"05.03.2016 21:00 - 05.03.2016 22:00 (CET/CEST)","2363",""
"05.03.2016 22:00 - 05.03.2016 23:00 (CET/CEST)","2291",""
"05.03.2016 23:00 - 06.03.2016 00:00 (CET/CEST)","2208",""
"06.03.2016 00:00 - 06.03.2016 01:00 (CET/CEST)","2012",""
"06.03.2016 01:00 - 06.03.2016 02:00 (CET/CEST)","1842",""
"06.03.2016 02:00 - 06.03.2016 03:00 (CET/CEST)","1700",""
"06.03.2016 03:00 - 06.03.2016 04:00 (CET/CEST)","1655",""
"06.03.2016 04:00 - 06.03.2016 05:00 (CET/CEST)","1608",""
"06.03.2016 05:00 - 06.03.2016 06:00 (CET/CEST)","1596",""
"06.03.2016 06:00 - 06.03.2016 07:00 (CET/CEST)","1578",""
"06.03.2016 07:00 - 06.03.2016 08:00 (CET/CEST)","1565",""
"06.03.2016 08:00 - 06.03.2016 09:00 (CET/CEST)","1628",""
"06.03.2016 09:00 - 06.03.2016 10:00 (CET/CEST)","1716",""
"06.03.2016 10:00 - 06.03.2016 11:00 (CET/CEST)","1837",""
"06.03.2016 11:00 - 06.03.2016 12:00 (CET/CEST)","1762",""
"06.03.2016 12:00 - 06.03.2016 13:00 (CET/CEST)","1620",""
"06.03.2016 13:00 - 06.03.2016 14:00 (CET/CEST)","1473",""
"06.03.2016 14:00 - 06.03.2016 15:00 (CET/CEST)","1471",""
"06.03.2016 15:00 - 06.03.2016 16:00 (CET/CEST)","1454",""
"06.03.2016 16:00 - 06.03.2016 17:00 (CET/CEST)","1489",""
"06.03.2016 17:00 - 06.03.2016 18:00 (CET/CEST)","1595",""
"06.03.2016 18:00 - 06.03.2016 19:00 (CET/CEST)","1671",""
"06.03.2016 19:00 - 06.03.2016 20:00 (CET/CEST)","1629",""
"06.03.2016 20:00 - 06.03.2016 21:00 (CET/CEST)","1585",""
"06.03.2016 21:00 - 06.03.2016 22:00 (CET/CEST)","1530",""
"06.03.2016 22:00 - 06.03.2016 23:00 (CET/CEST)","1501",""
"06.03.2016 23:00 - 07.03.2016 00:00 (CET/CEST)","1445",""
"07.03.2016 00:00 - 07.03.2016 01:00 (CET/CEST)","1414",""
"07.03.2016 01:00 - 07.03.2016 02:00 (CET/CEST)","1334",""
"07.03.2016 02:00 - 07.03.2016 03:00 (CET/CEST)","1285",""
"07.03.2016 03:00 - 07.03.2016 04:00 (CET/CEST)","1234",""
"07.03.2016 04:00 - 07.03.2016 05:00 (CET/CEST)","1224",""
"07.03.2016 05:00 - 07.03.2016 06:00 (CET/CEST)","1406",""
"07.03.2016 06:00 - 07.03.2016 07:00 (CET/CEST)","1753",""
"07.03.2016 07:00 - 07.03.2016 08:00 (CET/CEST)","2014",""
"07.03.2016 08:00 - 07.03.2016 09:00 (CET/CEST)","2144",""
"07.03.2016 09:00 - 07.03.2016 10:00 (CET/CEST)","2231",""
"07.03.2016 10:00 - 07.03.2016 11:00 (CET/CEST)","2140",""
"07.03.2016 11:00 - 07.03.2016 12:00 (CET/CEST)","2111",""
"07.03.2016 12:00 - 07.03.2016 13:00 (CET/CEST)","2047",""
"07.03.2016 13:00 - 07.03.2016 14:00 (CET/CEST)","2068",""
"07.03.2016 14:00 - 07.03.2016 15:00 (CET/CEST)","1971",""
"07.03.2016 15:00 - 07.03.2016 16:00 (CET/CEST)","2056",""
"07.03.2016 16:00 - 07.03.2016 17:00 (CET/CEST)","2012",""
"07.03.2016 17:00 - 07.03.2016 18:00 (CET/CEST)","2090",""
"07.03.2016 18:00 - 07.03.2016 19:00 (CET/CEST)","2125",""
"07.03.2016 19:00 - 07.03.2016 20:00 (CET/CEST)","2029",""
"07.03.2016 20:00 - 07.03.2016 21:00 (CET/CEST)","1723",""
"07.03.2016 21:00 - 07.03.2016 22:00 (CET/CEST)","1605",""
"07.03.2016 22:00 - 07.03.2016 23:00 (CET/CEST)","1533",""
"07.03.2016 23:00 - 08.03.2016 00:00 (CET/CEST)","1396",""
"08.03.2016 00:00 - 08.03.2016 01:00 (CET/CEST)","1358",""
"08.03.2016 01:00 - 08.03.2016 02:00 (CET/CEST)","1361",""
"08.03.2016 02:00 - 08.03.2016 03:00 (CET/CEST)","1358",""
"08.03.2016 03:00 - 08.03.2016 04:00 (CET/CEST)","1365",""
"08.03.2016 04:00 - 08.03.2016 05:00 (CET/CEST)","1368",""
"08.03.2016 05:00 - 08.03.2016 06:00 (CET/CEST)","1423",""
"08.03.2016 06:00 - 08.03.2016 07:00 (CET/CEST)","1504",""
"08.03.2016 07:00 - 08.03.2016 08:00 (CET/CEST)","2089",""
"08.03.2016 08:00 - 08.03.2016 09:00 (CET/CEST)","2367",""
"08.03.2016 09:00 - 08.03.2016 10:00 (CET/CEST)","2312",""
"08.03.2016 10:00 - 08.03.2016 11:00 (CET/CEST)","2161",""
"08.03.2016 11:00 - 08.03.2016 12:00 (CET/CEST)","1998",""
"08.03.2016 12:00 - 08.03.2016 13:00 (CET/CEST)","1834",""
"08.03.2016 13:00 - 08.03.2016 14:00 (CET/CEST)","1950",""
"08.03.2016 14:00 - 08.03.2016 15:00 (CET/CEST)","1715",""
"08.03.2016 15:00 - 08.03.2016 16:00 (CET/CEST)","1792",""
"08.03.2016 16:00 - 08.03.2016 17:00 (CET/CEST)","1902",""
"08.03.2016 17:00 - 08.03.2016 18:00 (CET/CEST)","2116",""
"08.03.2016 18:00 - 08.03.2016 19:00 (CET/CEST)","2286",""
"08.03.2016 19:00 - 08.03.2016 20:00 (CET/CEST)","2155",""
"08.03.2016 20:00 - 08.03.2016 21:00 (CET/CEST)","1987",""
"08.03.2016 21:00 - 08.03.2016 22:00 (CET/CEST)","1838",""
"08.03.2016 22:00 - 08.03.2016 23:00 (CET/CEST)","1924",""
"08.03.2016 23:00 - 09.03.2016 00:00 (CET/CEST)","1912",""
"09.03.2016 00:00 - 09.03.2016 01:00 (CET/CEST)","1877",""
"09.03.2016 01:00 - 09.03.2016 02:00 (CET/CEST)","1871",""
"09.03.2016 02:00 - 09.03.2016 03:00 (CET/CEST)","1871",""
"09.03.2016 03:00 - 09.03.2016 04:00 (CET/CEST)","1936",""
"09.03.2016 04:00 - 09.03.2016 05:00 (CET/CEST)","1941",""
"09.03.2016 05:00 - 09.03.2016 06:00 (CET/CEST)","1979",""
"09.03.2016 06:00 - 09.03.2016 07:00 (CET/CEST)","2108",""
"09.03.2016 07:00 - 09.03.2016 08:00 (CET/CEST)","2527",""
"09.03.2016 08:00 - 09.03.2016 09:00 (CET/CEST)","2654",""
"09.03.2016 09:00 - 09.03.2016 10:00 (CET/CEST)","2690",""
"09.03.2016 10:00 - 09.03.2016 11:00 (CET/CEST)","2595",""
"09.03.2016 11:00 - 09.03.2016 12:00 (CET/CEST)","2597",""
"09.03.2016 12:00 - 09.03.2016 13:00 (CET/CEST)","2889",""
"09.03.2016 13:00 - 09.03.2016 14:00 (CET/CEST)","2569",""
"09.03.2016 14:00 - 09.03.2016 15:00 (CET/CEST)","2339",""
"09.03.2016 15:00 - 09.03.2016 16:00 (CET/CEST)","2062",""
"09.03.2016 16:00 - 09.03.2016 17:00 (CET/CEST)","1934",""
"09.03.2016 17:00 - 09.03.2016 18:00 (CET/CEST)","2001",""
"09.03.2016 18:00 - 09.03.2016 19:00 (CET/CEST)","2470",""
"09.03.2016 19:00 - 09.03.2016 20:00 (CET/CEST)","2590",""
"09.03.2016 20:00 - 09.03.2016 21:00 (CET/CEST)","2234",""
"09.03.2016 21:00 - 09.03.2016 22:00 (CET/CEST)","2113",""
"09.03.2016 22:00 - 09.03.2016 23:00 (CET/CEST)","2089",""
"09.03.2016 23:00 - 10.03.2016 00:00 (CET/CEST)","2051",""
"10.03.2016 00:00 - 10.03.2016 01:00 (CET/CEST)","1967",""
"10.03.2016 01:00 - 10.03.2016 02:00 (CET/CEST)","1880",""
"10.03.2016 02:00 - 10.03.2016 03:00 (CET/CEST)","1846",""
"10.03.2016 03:00 - 10.03.2016 04:00 (CET/CEST)","1792",""
"10.03.2016 04:00 - 10.03.2016 05:00 (CET/CEST)","1859",""
"10.03.2016 05:00 - 10.03.2016 06:00 (CET/CEST)","1998",""
"10.03.2016 06:00 - 10.03.2016 07:00 (CET/CEST)","2136",""
"10.03.2016 07:00 - 10.03.2016 08:00 (CET/CEST)","2499",""
"10.03.2016 08:00 - 10.03.2016 09:00 (CET/CEST)","2607",""
"10.03.2016 09:00 - 10.03.2016 10:00 (CET/CEST)","2599",""
"10.03.2016 10:00 - 10.03.2016 11:00 (CET/CEST)","2442",""
"10.03.2016 11:00 - 10.03.2016 12:00 (CET/CEST)","2318",""
"10.03.2016 12:00 - 10.03.2016 13:00 (CET/CEST)","2256",""
"10.03.2016 13:00 - 10.03.2016 14:00 (CET/CEST)","2146",""
"10.03.2016 14:00 - 10.03.2016 15:00 (CET/CEST)","2022",""
"10.03.2016 15:00 - 10.03.2016 16:00 (CET/CEST)","1939",""
"10.03.2016 16:00 - 10.03.2016 17:00 (CET/CEST)","1882",""
"10.03.2016 17:00 - 10.03.2016 18:00 (CET/CEST)","2041",""
"10.03.2016 18:00 - 10.03.2016 19:00 (CET/CEST)","2209",""
"10.03.2016 19:00 - 10.03.2016 20:00 (CET/CEST)","2199",""
"10.03.2016 20:00 - 10.03.2016 21:00 (CET/CEST)","2144",""
"10.03.2016 21:00 - 10.03.2016 22:00 (CET/CEST)","1904",""
"10.03.2016 22:00 - 10.03.2016 23:00 (CET/CEST)","1479",""
"10.03.2016 23:00 - 11.03.2016 00:00 (CET/CEST)","1386",""
"11.03.2016 00:00 - 11.03.2016 01:00 (CET/CEST)","1494",""
"11.03.2016 01:00 - 11.03.2016 02:00 (CET/CEST)","1343",""
"11.03.2016 02:00 - 11.03.2016 03:00 (CET/CEST)","1287",""
"11.03.2016 03:00 - 11.03.2016 04:00 (CET/CEST)","1287",""
"11.03.2016 04:00 - 11.03.2016 05:00 (CET/CEST)","1481",""
"11.03.2016 05:00 - 11.03.2016 06:00 (CET/CEST)","1571",""
"11.03.2016 06:00 - 11.03.2016 07:00 (CET/CEST)","1972",""
"11.03.2016 07:00 - 11.03.2016 08:00 (CET/CEST)","2368",""
"11.03.2016 08:00 - 11.03.2016 09:00 (CET/CEST)","2535",""
"11.03.2016 09:00 - 11.03.2016 10:00 (CET/CEST)","2555",""
"11.03.2016 10:00 - 11.03.2016 11:00 (CET/CEST)","2454",""
"11.03.2016 11:00 - 11.03.2016 12:00 (CET/CEST)","2374",""
"11.03.2016 12:00 - 11.03.2016 13:00 (CET/CEST)","2332",""
