"MTU","Scheduled Generation [MW] (D) - BZN|DK1","Scheduled Consumption [MW] (D) - BZN|DK1"
"09.02.2017 23:00 - 10.02.2017 00:00 (CET/CEST)","2253",""
"10.02.2017 00:00 - 10.02.2017 01:00 (CET/CEST)","2074",""
"10.02.2017 01:00 - 10.02.2017 02:00 (CET/CEST)","2050",""
"10.02.2017 02:00 - 10.02.2017 03:00 (CET/CEST)","2053",""
"10.02.2017 03:00 - 10.02.2017 04:00 (CET/CEST)","2276",""
"10.02.2017 04:00 - 10.02.2017 05:00 (CET/CEST)","2508",""
"10.02.2017 05:00 - 10.02.2017 06:00 (CET/CEST)","2482",""
"10.02.2017 06:00 - 10.02.2017 07:00 (CET/CEST)","2625",""
"10.02.2017 07:00 - 10.02.2017 08:00 (CET/CEST)","2807",""
"10.02.2017 08:00 - 10.02.2017 09:00 (CET/CEST)","2910",""
"10.02.2017 09:00 - 10.02.2017 10:00 (CET/CEST)","3089",""
"10.02.2017 10:00 - 10.02.2017 11:00 (CET/CEST)","3335",""
"10.02.2017 11:00 - 10.02.2017 12:00 (CET/CEST)","3616",""
"10.02.2017 12:00 - 10.02.2017 13:00 (CET/CEST)","3713",""
"10.02.2017 13:00 - 10.02.2017 14:00 (CET/CEST)","3804",""
"10.02.2017 14:00 - 10.02.2017 15:00 (CET/CEST)","4022",""
"10.02.2017 15:00 - 10.02.2017 16:00 (CET/CEST)","4126",""
"10.02.2017 16:00 - 10.02.2017 17:00 (CET/CEST)","4031",""
"10.02.2017 17:00 - 10.02.2017 18:00 (CET/CEST)","4042",""
"10.02.2017 18:00 - 10.02.2017 19:00 (CET/CEST)","3836",""
"10.02.2017 19:00 - 10.02.2017 20:00 (CET/CEST)","3713",""
"10.02.2017 20:00 - 10.02.2017 21:00 (CET/CEST)","3393",""
"10.02.2017 21:00 - 10.02.2017 22:00 (CET/CEST)","3234",""
"10.02.2017 22:00 - 10.02.2017 23:00 (CET/CEST)","3207",""
"10.02.2017 23:00 - 11.02.2017 00:00 (CET/CEST)","3188",""
"11.02.2017 00:00 - 11.02.2017 01:00 (CET/CEST)","3081",""
"11.02.2017 01:00 - 11.02.2017 02:00 (CET/CEST)","2796",""
"11.02.2017 02:00 - 11.02.2017 03:00 (CET/CEST)","2878",""
"11.02.2017 03:00 - 11.02.2017 04:00 (CET/CEST)","2998",""
"11.02.2017 04:00 - 11.02.2017 05:00 (CET/CEST)","2978",""
"11.02.2017 05:00 - 11.02.2017 06:00 (CET/CEST)","3150",""
"11.02.2017 06:00 - 11.02.2017 07:00 (CET/CEST)","3325",""
"11.02.2017 07:00 - 11.02.2017 08:00 (CET/CEST)","3662",""
"11.02.2017 08:00 - 11.02.2017 09:00 (CET/CEST)","3821",""
"11.02.2017 09:00 - 11.02.2017 10:00 (CET/CEST)","3707",""
"11.02.2017 10:00 - 11.02.2017 11:00 (CET/CEST)","3948",""
"11.02.2017 11:00 - 11.02.2017 12:00 (CET/CEST)","4234",""
"11.02.2017 12:00 - 11.02.2017 13:00 (CET/CEST)","4142",""
"11.02.2017 13:00 - 11.02.2017 14:00 (CET/CEST)","4169",""
"11.02.2017 14:00 - 11.02.2017 15:00 (CET/CEST)","4220",""
"11.02.2017 15:00 - 11.02.2017 16:00 (CET/CEST)","4149",""
"11.02.2017 16:00 - 11.02.2017 17:00 (CET/CEST)","3884",""
"11.02.2017 17:00 - 11.02.2017 18:00 (CET/CEST)","3718",""
"11.02.2017 18:00 - 11.02.2017 19:00 (CET/CEST)","3737",""
"11.02.2017 19:00 - 11.02.2017 20:00 (CET/CEST)","3746",""
"11.02.2017 20:00 - 11.02.2017 21:00 (CET/CEST)","4120",""
"11.02.2017 21:00 - 11.02.2017 22:00 (CET/CEST)","3946",""
"11.02.2017 22:00 - 11.02.2017 23:00 (CET/CEST)","3701",""
"11.02.2017 23:00 - 12.02.2017 00:00 (CET/CEST)","3540",""
"12.02.2017 00:00 - 12.02.2017 01:00 (CET/CEST)","3499",""
"12.02.2017 01:00 - 12.02.2017 02:00 (CET/CEST)","3391",""
"12.02.2017 02:00 - 12.02.2017 03:00 (CET/CEST)","3314",""
"12.02.2017 03:00 - 12.02.2017 04:00 (CET/CEST)","3429",""
"12.02.2017 04:00 - 12.02.2017 05:00 (CET/CEST)","3512",""
"12.02.2017 05:00 - 12.02.2017 06:00 (CET/CEST)","3434",""
"12.02.2017 06:00 - 12.02.2017 07:00 (CET/CEST)","3661",""
"12.02.2017 07:00 - 12.02.2017 08:00 (CET/CEST)","3788",""
"12.02.2017 08:00 - 12.02.2017 09:00 (CET/CEST)","3417",""
"12.02.2017 09:00 - 12.02.2017 10:00 (CET/CEST)","3463",""
"12.02.2017 10:00 - 12.02.2017 11:00 (CET/CEST)","3576",""
"12.02.2017 11:00 - 12.02.2017 12:00 (CET/CEST)","3502",""
"12.02.2017 12:00 - 12.02.2017 13:00 (CET/CEST)","3574",""
"12.02.2017 13:00 - 12.02.2017 14:00 (CET/CEST)","3316",""
"12.02.2017 14:00 - 12.02.2017 15:00 (CET/CEST)","3151",""
"12.02.2017 15:00 - 12.02.2017 16:00 (CET/CEST)","2912",""
"12.02.2017 16:00 - 12.02.2017 17:00 (CET/CEST)","2896",""
"12.02.2017 17:00 - 12.02.2017 18:00 (CET/CEST)","2912",""
"12.02.2017 18:00 - 12.02.2017 19:00 (CET/CEST)","2814",""
"12.02.2017 19:00 - 12.02.2017 20:00 (CET/CEST)","2647",""
"12.02.2017 20:00 - 12.02.2017 21:00 (CET/CEST)","2792",""
"12.02.2017 21:00 - 12.02.2017 22:00 (CET/CEST)","2544",""
"12.02.2017 22:00 - 12.02.2017 23:00 (CET/CEST)","2491",""
"12.02.2017 23:00 - 13.02.2017 00:00 (CET/CEST)","2296",""
"13.02.2017 00:00 - 13.02.2017 01:00 (CET/CEST)","2155",""
"13.02.2017 01:00 - 13.02.2017 02:00 (CET/CEST)","2215",""
"13.02.2017 02:00 - 13.02.2017 03:00 (CET/CEST)","2223",""
"13.02.2017 03:00 - 13.02.2017 04:00 (CET/CEST)","2020",""
"13.02.2017 04:00 - 13.02.2017 05:00 (CET/CEST)","2020",""
"13.02.2017 05:00 - 13.02.2017 06:00 (CET/CEST)","2044",""
"13.02.2017 06:00 - 13.02.2017 07:00 (CET/CEST)","2104",""
"13.02.2017 07:00 - 13.02.2017 08:00 (CET/CEST)","2164",""
"13.02.2017 08:00 - 13.02.2017 09:00 (CET/CEST)","2612",""
"13.02.2017 09:00 - 13.02.2017 10:00 (CET/CEST)","2474",""
"13.02.2017 10:00 - 13.02.2017 11:00 (CET/CEST)","2475",""
"13.02.2017 11:00 - 13.02.2017 12:00 (CET/CEST)","2280",""
"13.02.2017 12:00 - 13.02.2017 13:00 (CET/CEST)","2269",""
"13.02.2017 13:00 - 13.02.2017 14:00 (CET/CEST)","2257",""
"13.02.2017 14:00 - 13.02.2017 15:00 (CET/CEST)","2147",""
"13.02.2017 15:00 - 13.02.2017 16:00 (CET/CEST)","2332",""
"13.02.2017 16:00 - 13.02.2017 17:00 (CET/CEST)","2022",""
"13.02.2017 17:00 - 13.02.2017 18:00 (CET/CEST)","2106",""
"13.02.2017 18:00 - 13.02.2017 19:00 (CET/CEST)","2063",""
"13.02.2017 19:00 - 13.02.2017 20:00 (CET/CEST)","2181",""
"13.02.2017 20:00 - 13.02.2017 21:00 (CET/CEST)","1974",""
"13.02.2017 21:00 - 13.02.2017 22:00 (CET/CEST)","2149",""
"13.02.2017 22:00 - 13.02.2017 23:00 (CET/CEST)","1963",""
"13.02.2017 23:00 - 14.02.2017 00:00 (CET/CEST)","1853",""
"14.02.2017 00:00 - 14.02.2017 01:00 (CET/CEST)","1803",""
"14.02.2017 01:00 - 14.02.2017 02:00 (CET/CEST)","1707",""
"14.02.2017 02:00 - 14.02.2017 03:00 (CET/CEST)","1546",""
"14.02.2017 03:00 - 14.02.2017 04:00 (CET/CEST)","1553",""
"14.02.2017 04:00 - 14.02.2017 05:00 (CET/CEST)","1921",""
"14.02.2017 05:00 - 14.02.2017 06:00 (CET/CEST)","2159",""
"14.02.2017 06:00 - 14.02.2017 07:00 (CET/CEST)","2328",""
"14.02.2017 07:00 - 14.02.2017 08:00 (CET/CEST)","2471",""
"14.02.2017 08:00 - 14.02.2017 09:00 (CET/CEST)","2494",""
"14.02.2017 09:00 - 14.02.2017 10:00 (CET/CEST)","2521",""
"14.02.2017 10:00 - 14.02.2017 11:00 (CET/CEST)","2556",""
"14.02.2017 11:00 - 14.02.2017 12:00 (CET/CEST)","2570",""
"14.02.2017 12:00 - 14.02.2017 13:00 (CET/CEST)","2586",""
"14.02.2017 13:00 - 14.02.2017 14:00 (CET/CEST)","2547",""
"14.02.2017 14:00 - 14.02.2017 15:00 (CET/CEST)","2504",""
"14.02.2017 15:00 - 14.02.2017 16:00 (CET/CEST)","2355",""
"14.02.2017 16:00 - 14.02.2017 17:00 (CET/CEST)","2300",""
"14.02.2017 17:00 - 14.02.2017 18:00 (CET/CEST)","2639",""
"14.02.2017 18:00 - 14.02.2017 19:00 (CET/CEST)","2736",""
"14.02.2017 19:00 - 14.02.2017 20:00 (CET/CEST)","2560",""
"14.02.2017 20:00 - 14.02.2017 21:00 (CET/CEST)","2364",""
"14.02.2017 21:00 - 14.02.2017 22:00 (CET/CEST)","2304",""
"14.02.2017 22:00 - 14.02.2017 23:00 (CET/CEST)","2294",""
"14.02.2017 23:00 - 15.02.2017 00:00 (CET/CEST)","2185",""
"15.02.2017 00:00 - 15.02.2017 01:00 (CET/CEST)","2173",""
"15.02.2017 01:00 - 15.02.2017 02:00 (CET/CEST)","2155",""
"15.02.2017 02:00 - 15.02.2017 03:00 (CET/CEST)","2101",""
"15.02.2017 03:00 - 15.02.2017 04:00 (CET/CEST)","2064",""
"15.02.2017 04:00 - 15.02.2017 05:00 (CET/CEST)","2095",""
"15.02.2017 05:00 - 15.02.2017 06:00 (CET/CEST)","2423",""
"15.02.2017 06:00 - 15.02.2017 07:00 (CET/CEST)","2784",""
"15.02.2017 07:00 - 15.02.2017 08:00 (CET/CEST)","3149",""
"15.02.2017 08:00 - 15.02.2017 09:00 (CET/CEST)","3166",""
"15.02.2017 09:00 - 15.02.2017 10:00 (CET/CEST)","3086",""
"15.02.2017 10:00 - 15.02.2017 11:00 (CET/CEST)","3064",""
"15.02.2017 11:00 - 15.02.2017 12:00 (CET/CEST)","3004",""
"15.02.2017 12:00 - 15.02.2017 13:00 (CET/CEST)","2829",""
"15.02.2017 13:00 - 15.02.2017 14:00 (CET/CEST)","2825",""
"15.02.2017 14:00 - 15.02.2017 15:00 (CET/CEST)","2991",""
"15.02.2017 15:00 - 15.02.2017 16:00 (CET/CEST)","2914",""
"15.02.2017 16:00 - 15.02.2017 17:00 (CET/CEST)","2892",""
"15.02.2017 17:00 - 15.02.2017 18:00 (CET/CEST)","2938",""
"15.02.2017 18:00 - 15.02.2017 19:00 (CET/CEST)","3026",""
"15.02.2017 19:00 - 15.02.2017 20:00 (CET/CEST)","2777",""
"15.02.2017 20:00 - 15.02.2017 21:00 (CET/CEST)","2476",""
"15.02.2017 21:00 - 15.02.2017 22:00 (CET/CEST)","2430",""
"15.02.2017 22:00 - 15.02.2017 23:00 (CET/CEST)","2254",""
"15.02.2017 23:00 - 16.02.2017 00:00 (CET/CEST)","2183",""
"16.02.2017 00:00 - 16.02.2017 01:00 (CET/CEST)","2020",""
"16.02.2017 01:00 - 16.02.2017 02:00 (CET/CEST)","1913",""
"16.02.2017 02:00 - 16.02.2017 03:00 (CET/CEST)","2191",""
"16.02.2017 03:00 - 16.02.2017 04:00 (CET/CEST)","2201",""
"16.02.2017 04:00 - 16.02.2017 05:00 (CET/CEST)","2359",""
"16.02.2017 05:00 - 16.02.2017 06:00 (CET/CEST)","2675",""
"16.02.2017 06:00 - 16.02.2017 07:00 (CET/CEST)","3050",""
"16.02.2017 07:00 - 16.02.2017 08:00 (CET/CEST)","3036",""
"16.02.2017 08:00 - 16.02.2017 09:00 (CET/CEST)","3170",""
"16.02.2017 09:00 - 16.02.2017 10:00 (CET/CEST)","3295",""
"16.02.2017 10:00 - 16.02.2017 11:00 (CET/CEST)","3422",""
"16.02.2017 11:00 - 16.02.2017 12:00 (CET/CEST)","3592",""
"16.02.2017 12:00 - 16.02.2017 13:00 (CET/CEST)","3638",""
"16.02.2017 13:00 - 16.02.2017 14:00 (CET/CEST)","3414",""
"16.02.2017 14:00 - 16.02.2017 15:00 (CET/CEST)","3512",""
"16.02.2017 15:00 - 16.02.2017 16:00 (CET/CEST)","3450",""
"16.02.2017 16:00 - 16.02.2017 17:00 (CET/CEST)","3339",""
"16.02.2017 17:00 - 16.02.2017 18:00 (CET/CEST)","3384",""
"16.02.2017 18:00 - 16.02.2017 19:00 (CET/CEST)","3357",""
"16.02.2017 19:00 - 16.02.2017 20:00 (CET/CEST)","3243",""
"16.02.2017 20:00 - 16.02.2017 21:00 (CET/CEST)","3125",""
"16.02.2017 21:00 - 16.02.2017 22:00 (CET/CEST)","2835",""
"16.02.2017 22:00 - 16.02.2017 23:00 (CET/CEST)","2611",""
"16.02.2017 23:00 - 17.02.2017 00:00 (CET/CEST)","2374",""
"17.02.2017 00:00 - 17.02.2017 01:00 (CET/CEST)","2040",""
"17.02.2017 01:00 - 17.02.2017 02:00 (CET/CEST)","1852",""
"17.02.2017 02:00 - 17.02.2017 03:00 (CET/CEST)","1687",""
"17.02.2017 03:00 - 17.02.2017 04:00 (CET/CEST)","1579",""
"17.02.2017 04:00 - 17.02.2017 05:00 (CET/CEST)","1513",""
"17.02.2017 05:00 - 17.02.2017 06:00 (CET/CEST)","1674",""
"17.02.2017 06:00 - 17.02.2017 07:00 (CET/CEST)","1739",""
"17.02.2017 07:00 - 17.02.2017 08:00 (CET/CEST)","2076",""
"17.02.2017 08:00 - 17.02.2017 09:00 (CET/CEST)","2166",""
"17.02.2017 09:00 - 17.02.2017 10:00 (CET/CEST)","2355",""
"17.02.2017 10:00 - 17.02.2017 11:00 (CET/CEST)","2479",""
"17.02.2017 11:00 - 17.02.2017 12:00 (CET/CEST)","2473",""
"17.02.2017 12:00 - 17.02.2017 13:00 (CET/CEST)","2342",""
"17.02.2017 13:00 - 17.02.2017 14:00 (CET/CEST)","2234",""
"17.02.2017 14:00 - 17.02.2017 15:00 (CET/CEST)","2119",""
"17.02.2017 15:00 - 17.02.2017 16:00 (CET/CEST)","2109",""
"17.02.2017 16:00 - 17.02.2017 17:00 (CET/CEST)","2103",""
"17.02.2017 17:00 - 17.02.2017 18:00 (CET/CEST)","2085",""
"17.02.2017 18:00 - 17.02.2017 19:00 (CET/CEST)","2124",""
"17.02.2017 19:00 - 17.02.2017 20:00 (CET/CEST)","2070",""
"17.02.2017 20:00 - 17.02.2017 21:00 (CET/CEST)","1877",""
"17.02.2017 21:00 - 17.02.2017 22:00 (CET/CEST)","1769",""
"17.02.2017 22:00 - 17.02.2017 23:00 (CET/CEST)","1724",""
"17.02.2017 23:00 - 18.02.2017 00:00 (CET/CEST)","1717",""
"18.02.2017 00:00 - 18.02.2017 01:00 (CET/CEST)","1736",""
"18.02.2017 01:00 - 18.02.2017 02:00 (CET/CEST)","1733",""
"18.02.2017 02:00 - 18.02.2017 03:00 (CET/CEST)","1708",""
"18.02.2017 03:00 - 18.02.2017 04:00 (CET/CEST)","1733",""
"18.02.2017 04:00 - 18.02.2017 05:00 (CET/CEST)","1797",""
"18.02.2017 05:00 - 18.02.2017 06:00 (CET/CEST)","1837",""
"18.02.2017 06:00 - 18.02.2017 07:00 (CET/CEST)","1883",""
"18.02.2017 07:00 - 18.02.2017 08:00 (CET/CEST)","1932",""
"18.02.2017 08:00 - 18.02.2017 09:00 (CET/CEST)","2047",""
"18.02.2017 09:00 - 18.02.2017 10:00 (CET/CEST)","2240",""
"18.02.2017 10:00 - 18.02.2017 11:00 (CET/CEST)","2426",""
"18.02.2017 11:00 - 18.02.2017 12:00 (CET/CEST)","2666",""
"18.02.2017 12:00 - 18.02.2017 13:00 (CET/CEST)","2735",""
"18.02.2017 13:00 - 18.02.2017 14:00 (CET/CEST)","2686",""
"18.02.2017 14:00 - 18.02.2017 15:00 (CET/CEST)","2646",""
"18.02.2017 15:00 - 18.02.2017 16:00 (CET/CEST)","2895",""
"18.02.2017 16:00 - 18.02.2017 17:00 (CET/CEST)","3296",""
"18.02.2017 17:00 - 18.02.2017 18:00 (CET/CEST)","3574",""
"18.02.2017 18:00 - 18.02.2017 19:00 (CET/CEST)","3780",""
"18.02.2017 19:00 - 18.02.2017 20:00 (CET/CEST)","3838",""
"18.02.2017 20:00 - 18.02.2017 21:00 (CET/CEST)","3706",""
"18.02.2017 21:00 - 18.02.2017 22:00 (CET/CEST)","3758",""
"18.02.2017 22:00 - 18.02.2017 23:00 (CET/CEST)","3725",""
"18.02.2017 23:00 - 19.02.2017 00:00 (CET/CEST)","3543",""
"19.02.2017 00:00 - 19.02.2017 01:00 (CET/CEST)","3233",""
"19.02.2017 01:00 - 19.02.2017 02:00 (CET/CEST)","3125",""
"19.02.2017 02:00 - 19.02.2017 03:00 (CET/CEST)","3039",""
"19.02.2017 03:00 - 19.02.2017 04:00 (CET/CEST)","2988",""
"19.02.2017 04:00 - 19.02.2017 05:00 (CET/CEST)","2970",""
"19.02.2017 05:00 - 19.02.2017 06:00 (CET/CEST)","2868",""
"19.02.2017 06:00 - 19.02.2017 07:00 (CET/CEST)","2796",""
"19.02.2017 07:00 - 19.02.2017 08:00 (CET/CEST)","2609",""
"19.02.2017 08:00 - 19.02.2017 09:00 (CET/CEST)","2625",""
"19.02.2017 09:00 - 19.02.2017 10:00 (CET/CEST)","2638",""
"19.02.2017 10:00 - 19.02.2017 11:00 (CET/CEST)","2642",""
"19.02.2017 11:00 - 19.02.2017 12:00 (CET/CEST)","2751",""
"19.02.2017 12:00 - 19.02.2017 13:00 (CET/CEST)","2781",""
"19.02.2017 13:00 - 19.02.2017 14:00 (CET/CEST)","2661",""
"19.02.2017 14:00 - 19.02.2017 15:00 (CET/CEST)","2804",""
"19.02.2017 15:00 - 19.02.2017 16:00 (CET/CEST)","3128",""
"19.02.2017 16:00 - 19.02.2017 17:00 (CET/CEST)","3269",""
"19.02.2017 17:00 - 19.02.2017 18:00 (CET/CEST)","3287",""
"19.02.2017 18:00 - 19.02.2017 19:00 (CET/CEST)","3278",""
"19.02.2017 19:00 - 19.02.2017 20:00 (CET/CEST)","3284",""
"19.02.2017 20:00 - 19.02.2017 21:00 (CET/CEST)","3012",""
"19.02.2017 21:00 - 19.02.2017 22:00 (CET/CEST)","2943",""
"19.02.2017 22:00 - 19.02.2017 23:00 (CET/CEST)","3062",""
"19.02.2017 23:00 - 20.02.2017 00:00 (CET/CEST)","3040",""
"20.02.2017 00:00 - 20.02.2017 01:00 (CET/CEST)","2899",""
"20.02.2017 01:00 - 20.02.2017 02:00 (CET/CEST)","3025",""
"20.02.2017 02:00 - 20.02.2017 03:00 (CET/CEST)","3003",""
"20.02.2017 03:00 - 20.02.2017 04:00 (CET/CEST)","2870",""
"20.02.2017 04:00 - 20.02.2017 05:00 (CET/CEST)","3134",""
"20.02.2017 05:00 - 20.02.2017 06:00 (CET/CEST)","3386",""
"20.02.2017 06:00 - 20.02.2017 07:00 (CET/CEST)","3894",""
"20.02.2017 07:00 - 20.02.2017 08:00 (CET/CEST)","4235",""
"20.02.2017 08:00 - 20.02.2017 09:00 (CET/CEST)","4396",""
"20.02.2017 09:00 - 20.02.2017 10:00 (CET/CEST)","4281",""
"20.02.2017 10:00 - 20.02.2017 11:00 (CET/CEST)","4258",""
"20.02.2017 11:00 - 20.02.2017 12:00 (CET/CEST)","4136",""
"20.02.2017 12:00 - 20.02.2017 13:00 (CET/CEST)","4071",""
"20.02.2017 13:00 - 20.02.2017 14:00 (CET/CEST)","4024",""
"20.02.2017 14:00 - 20.02.2017 15:00 (CET/CEST)","4108",""
"20.02.2017 15:00 - 20.02.2017 16:00 (CET/CEST)","4099",""
"20.02.2017 16:00 - 20.02.2017 17:00 (CET/CEST)","4194",""
"20.02.2017 17:00 - 20.02.2017 18:00 (CET/CEST)","4454",""
"20.02.2017 18:00 - 20.02.2017 19:00 (CET/CEST)","4474",""
"20.02.2017 19:00 - 20.02.2017 20:00 (CET/CEST)","4197",""
"20.02.2017 20:00 - 20.02.2017 21:00 (CET/CEST)","4072",""
"20.02.2017 21:00 - 20.02.2017 22:00 (CET/CEST)","3810",""
"20.02.2017 22:00 - 20.02.2017 23:00 (CET/CEST)","3436",""
"20.02.2017 23:00 - 21.02.2017 00:00 (CET/CEST)","3397",""
"21.02.2017 00:00 - 21.02.2017 01:00 (CET/CEST)","3498",""
"21.02.2017 01:00 - 21.02.2017 02:00 (CET/CEST)","3575",""
"21.02.2017 02:00 - 21.02.2017 03:00 (CET/CEST)","3596",""
"21.02.2017 03:00 - 21.02.2017 04:00 (CET/CEST)","3659",""
"21.02.2017 04:00 - 21.02.2017 05:00 (CET/CEST)","3750",""
"21.02.2017 05:00 - 21.02.2017 06:00 (CET/CEST)","3873",""
"21.02.2017 06:00 - 21.02.2017 07:00 (CET/CEST)","4245",""
"21.02.2017 07:00 - 21.02.2017 08:00 (CET/CEST)","4603",""
"21.02.2017 08:00 - 21.02.2017 09:00 (CET/CEST)","4679",""
"21.02.2017 09:00 - 21.02.2017 10:00 (CET/CEST)","4574",""
"21.02.2017 10:00 - 21.02.2017 11:00 (CET/CEST)","4639",""
"21.02.2017 11:00 - 21.02.2017 12:00 (CET/CEST)","4803",""
"21.02.2017 12:00 - 21.02.2017 13:00 (CET/CEST)","4746",""
"21.02.2017 13:00 - 21.02.2017 14:00 (CET/CEST)","4628",""
"21.02.2017 14:00 - 21.02.2017 15:00 (CET/CEST)","4662",""
"21.02.2017 15:00 - 21.02.2017 16:00 (CET/CEST)","4474",""
"21.02.2017 16:00 - 21.02.2017 17:00 (CET/CEST)","4119",""
"21.02.2017 17:00 - 21.02.2017 18:00 (CET/CEST)","3837",""
"21.02.2017 18:00 - 21.02.2017 19:00 (CET/CEST)","3632",""
"21.02.2017 19:00 - 21.02.2017 20:00 (CET/CEST)","3441",""
"21.02.2017 20:00 - 21.02.2017 21:00 (CET/CEST)","3339",""
"21.02.2017 21:00 - 21.02.2017 22:00 (CET/CEST)","3280",""
"21.02.2017 22:00 - 21.02.2017 23:00 (CET/CEST)","3157",""
"21.02.2017 23:00 - 22.02.2017 00:00 (CET/CEST)","3300",""
"22.02.2017 00:00 - 22.02.2017 01:00 (CET/CEST)","3128",""
"22.02.2017 01:00 - 22.02.2017 02:00 (CET/CEST)","3282",""
"22.02.2017 02:00 - 22.02.2017 03:00 (CET/CEST)","3556",""
"22.02.2017 03:00 - 22.02.2017 04:00 (CET/CEST)","3441",""
"22.02.2017 04:00 - 22.02.2017 05:00 (CET/CEST)","3337",""
"22.02.2017 05:00 - 22.02.2017 06:00 (CET/CEST)","3388",""
"22.02.2017 06:00 - 22.02.2017 07:00 (CET/CEST)","3582",""
"22.02.2017 07:00 - 22.02.2017 08:00 (CET/CEST)","3983",""
"22.02.2017 08:00 - 22.02.2017 09:00 (CET/CEST)","4039",""
"22.02.2017 09:00 - 22.02.2017 10:00 (CET/CEST)","4325",""
"22.02.2017 10:00 - 22.02.2017 11:00 (CET/CEST)","4406",""
"22.02.2017 11:00 - 22.02.2017 12:00 (CET/CEST)","4543",""
"22.02.2017 12:00 - 22.02.2017 13:00 (CET/CEST)","4683",""
"22.02.2017 13:00 - 22.02.2017 14:00 (CET/CEST)","4666",""
"22.02.2017 14:00 - 22.02.2017 15:00 (CET/CEST)","4576",""
"22.02.2017 15:00 - 22.02.2017 16:00 (CET/CEST)","4504",""
"22.02.2017 16:00 - 22.02.2017 17:00 (CET/CEST)","4422",""
"22.02.2017 17:00 - 22.02.2017 18:00 (CET/CEST)","4481",""
"22.02.2017 18:00 - 22.02.2017 19:00 (CET/CEST)","4956",""
"22.02.2017 19:00 - 22.02.2017 20:00 (CET/CEST)","4795",""
"22.02.2017 20:00 - 22.02.2017 21:00 (CET/CEST)","4610",""
"22.02.2017 21:00 - 22.02.2017 22:00 (CET/CEST)","4309",""
"22.02.2017 22:00 - 22.02.2017 23:00 (CET/CEST)","4198",""
"22.02.2017 23:00 - 23.02.2017 00:00 (CET/CEST)","4126",""
"23.02.2017 00:00 - 23.02.2017 01:00 (CET/CEST)","3509",""
"23.02.2017 01:00 - 23.02.2017 02:00 (CET/CEST)","3372",""
"23.02.2017 02:00 - 23.02.2017 03:00 (CET/CEST)","3529",""
"23.02.2017 03:00 - 23.02.2017 04:00 (CET/CEST)","3669",""
"23.02.2017 04:00 - 23.02.2017 05:00 (CET/CEST)","3485",""
"23.02.2017 05:00 - 23.02.2017 06:00 (CET/CEST)","3140",""
"23.02.2017 06:00 - 23.02.2017 07:00 (CET/CEST)","2773",""
"23.02.2017 07:00 - 23.02.2017 08:00 (CET/CEST)","2646",""
"23.02.2017 08:00 - 23.02.2017 09:00 (CET/CEST)","2560",""
"23.02.2017 09:00 - 23.02.2017 10:00 (CET/CEST)","2367",""
"23.02.2017 10:00 - 23.02.2017 11:00 (CET/CEST)","2147",""
"23.02.2017 11:00 - 23.02.2017 12:00 (CET/CEST)","1972",""
"23.02.2017 12:00 - 23.02.2017 13:00 (CET/CEST)","1899",""
"23.02.2017 13:00 - 23.02.2017 14:00 (CET/CEST)","1887",""
"23.02.2017 14:00 - 23.02.2017 15:00 (CET/CEST)","1965",""
"23.02.2017 15:00 - 23.02.2017 16:00 (CET/CEST)","1985",""
"23.02.2017 16:00 - 23.02.2017 17:00 (CET/CEST)","2321",""
"23.02.2017 17:00 - 23.02.2017 18:00 (CET/CEST)","2550",""
"23.02.2017 18:00 - 23.02.2017 19:00 (CET/CEST)","2788",""
"23.02.2017 19:00 - 23.02.2017 20:00 (CET/CEST)","2907",""
"23.02.2017 20:00 - 23.02.2017 21:00 (CET/CEST)","2619",""
"23.02.2017 21:00 - 23.02.2017 22:00 (CET/CEST)","2735",""
"23.02.2017 22:00 - 23.02.2017 23:00 (CET/CEST)","2691",""
"23.02.2017 23:00 - 24.02.2017 00:00 (CET/CEST)","2703",""
"24.02.2017 00:00 - 24.02.2017 01:00 (CET/CEST)","2699",""
"24.02.2017 01:00 - 24.02.2017 02:00 (CET/CEST)","2202",""
"24.02.2017 02:00 - 24.02.2017 03:00 (CET/CEST)","2097",""
"24.02.2017 03:00 - 24.02.2017 04:00 (CET/CEST)","2326",""
"24.02.2017 04:00 - 24.02.2017 05:00 (CET/CEST)","2184",""
"24.02.2017 05:00 - 24.02.2017 06:00 (CET/CEST)","2108",""
"24.02.2017 06:00 - 24.02.2017 07:00 (CET/CEST)","2104",""
"24.02.2017 07:00 - 24.02.2017 08:00 (CET/CEST)","2347",""
"24.02.2017 08:00 - 24.02.2017 09:00 (CET/CEST)","2602",""
"24.02.2017 09:00 - 24.02.2017 10:00 (CET/CEST)","2739",""
"24.02.2017 10:00 - 24.02.2017 11:00 (CET/CEST)","3075",""
"24.02.2017 11:00 - 24.02.2017 12:00 (CET/CEST)","3441",""
"24.02.2017 12:00 - 24.02.2017 13:00 (CET/CEST)","3751",""
"24.02.2017 13:00 - 24.02.2017 14:00 (CET/CEST)","3760",""
"24.02.2017 14:00 - 24.02.2017 15:00 (CET/CEST)","3794",""
"24.02.2017 15:00 - 24.02.2017 16:00 (CET/CEST)","3603",""
"24.02.2017 16:00 - 24.02.2017 17:00 (CET/CEST)","3479",""
"24.02.2017 17:00 - 24.02.2017 18:00 (CET/CEST)","3213",""
"24.02.2017 18:00 - 24.02.2017 19:00 (CET/CEST)","3157",""
"24.02.2017 19:00 - 24.02.2017 20:00 (CET/CEST)","3113",""
